numberOfNonTrivialBugsFoundUntil:,CvsEntropy,ck_oo_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,ck_oo_lcom,ck_oo_rfc,WCHU_fanOut,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_cbo,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,WCHU_numberOfLinesOfCode,class
0,8.62632,6,0,22,2,1,1,1,6,0,1,2.2,0,0,0,0,0,0,1,3.04,1
0,4.83769,7,2,24,4,1,11,6,16,0,13,1.07,5,5,7.08,1.01,0,6,2,2.19,1
3,3.82071,22,3,63,8,2,1,28,26,1.01,4,2.04,7,7,1.01,0,3,36,6,3.07,1
2,16.9512,15,2,51,10,1,2,45,20,1.01,2,1.01,3,2,1.01,0,2,0,7,1.05,0
1,8.48552,20,8,95,15,5,5,105,45,1.01,13,3.05,4,4,3.03,3.06,2,80,13,2.23,1
1,5.74856,9,2,28,9,7,1,36,14,1.02,3,3.23,1,1,1.02,6.93,2,520,9,3.37,1
0,1.76682,12,9,73,7,3,1,21,35,0,10,0,4,4,0,0,0,1,5,0,1
0,4.55719,13,5,39,2,2,1,1,24,0,6,1.04,0,0,0,1.05,2,11,1,2.14,1
17,27.3621,61,7,181,21,2,27,210,95,8.24,34,17.23,2,1,20.75,2.06,17,11,6,20.43,1
3,12.0882,10,1,54,6,1,1,15,23,1.01,2,2.03,2,2,3.03,0,3,0,2,1.04,1
1,4.38535,40,8,147,19,5,1,171,70,0,9,2.14,2,2,0,2.05,2,137,17,3.5,1
5,17.6967,35,16,176,9,1,2,36,98,2.07,18,4.25,5,5,3.09,1.01,5,6,2,5.52,1
2,5.02919,20,7,96,16,4,2,120,47,1.03,9,1.08,2,2,1.03,1.07,4,39,7,2.03,1
0,3.19695,8,1,17,7,1,0,21,9,0,1,0,0,0,0,1.01,0,6,7,0,1
21,31.2801,79,17,338,20,1,9,190,171,13.49,24,25.81,3,3,17.67,1.01,28,6,9,30.66,0
0,1.77712,4,3,15,2,1,1,1,10,0,3,0,1,1,0,0,0,0,2,1.01,1
1,7.38689,23,11,65,5,3,2,10,37,0,13,0,1,1,0,3.03,2,21,3,1.06,1
0,3.15241,11,7,50,2,2,1,1,19,0,8,0,0,0,0,0,1,11,1,1.01,1
20,34.2777,6,1,33,5,1,4,10,15,1.01,5,1.02,233,9,6.07,1.01,34,6,2,8.18,0
0,7.00075,4,0,10,5,1,2,10,5,1.03,2,1.28,0,0,3.05,0,0,0,1,1.67,1
0,3.45817,24,6,108,9,1,1,36,67,0,7,0,4,4,0,1.01,0,6,6,1.03,1
0,6.41569,5,0,18,6,1,9,15,9,0,9,0,2,2,2.03,1.01,0,6,5,0,1
3,11.2037,14,8,123,9,2,1,36,43,1.01,9,1.03,4,3,1.01,0,3,6,5,3.53,1
0,4.64887,4,1,10,3,2,1,3,6,0,2,0,0,0,0,2.02,0,29,2,0,1
9,29.4386,42,22,325,24,3,1,276,174,6.15,23,11.35,7,7,6.15,4.06,13,23,10,16.65,0
1,14.8324,10,2,52,6,1,1,15,19,1.01,3,2.05,4,4,2.02,0,1,0,2,1.04,1
3,10.9766,7,7,37,6,2,0,15,27,2.02,7,3.06,0,0,2.02,0,5,7,2,3.13,1
2,13.1037,20,6,57,12,7,4,66,37,1.01,9,7.2,3,3,3.03,8.13,2,115,9,8.29,1
0,3.94798,13,3,36,8,2,21,28,13,0,24,0,3,3,1.01,0,2,12,8,1.03,1
7,13.8673,59,10,210,18,1,3,153,103,3.08,12,6.21,7,7,3.08,1.01,8,6,7,7.79,1
0,4.41258,20,1,97,20,2,3,190,25,0,4,2.07,8,8,1.02,2.07,1,35,20,3.29,1
0,0,25,9,96,14,5,4,91,41,3.05,13,3.11,6,6,2.06,4.07,0,75,13,4.38,1
4,7.14634,29,12,70,11,8,2,55,39,1.02,14,2.07,4,4,2.03,2.05,4,183,10,3.1,1
1,1.76682,10,2,49,4,1,1,6,19,0,3,0,1,0,0,0,1,0,3,0,1
6,17.0249,95,17,259,25,4,8,300,124,6.11,25,5.43,9,6,7.12,2.02,11,49,21,9.89,1
1,3.19189,7,1,24,3,1,1,3,8,0,2,0,0,0,0,0,1,22,3,0,1
0,1.76682,1,2,14,1,1,0,0,5,0,2,0,0,0,0,0,0,0,1,0,1
3,9.70651,50,7,116,16,1,8,120,53,1.01,15,3.05,9,8,3.05,2.09,3,6,13,3.05,1
1,1.77712,10,3,39,4,1,1,6,11,0,4,2.04,1,1,0,0,3,6,4,2.2,1
2,8.45689,33,7,131,22,4,3,231,80,1.01,10,2.11,7,7,1.01,3.09,2,73,18,3.11,1
1,11.6158,26,12,173,14,3,0,91,68,3.03,12,3.07,7,6,3.03,3.04,2,21,11,5.34,1
4,5.24311,39,4,173,6,1,5,15,64,1.02,9,2.54,0,0,2.07,0,4,6,4,4.2,1
2,13.5695,25,2,71,12,2,39,66,34,1.01,40,2.03,3,2,15.24,1.01,4,12,5,3.15,1
0,4.33338,3,5,13,2,2,1,1,10,0,6,0,0,0,0,0,0,4,2,1.02,1
2,11.3129,29,5,171,20,2,3,190,64,1.01,8,2.18,13,11,1.01,1.01,4,13,1,3.48,0
1,2.99199,29,10,156,15,1,2,105,69,0,12,0,6,6,0,0,1,0,2,1.09,1
5,5.97445,7,2,31,4,2,1,6,10,1.01,3,1.05,0,0,1.01,2.04,5,15,1,3.14,1
6,14.7861,21,9,79,8,2,1,28,36,2.1,10,3.33,2,2,2.1,3.05,6,14,4,3.34,1
4,7.72196,29,6,98,5,6,1,10,54,1.01,7,1.01,0,0,1.01,5.37,4,103,2,1.21,1
1,8.61561,16,3,48,10,3,2,45,30,1.01,5,2.03,3,3,1.01,2.07,1,55,9,1.01,1
2,10.7594,7,2,21,7,4,8,21,11,1.01,9,2.04,1,0,4.05,5.36,4,63,1,2.06,1
9,19.2408,56,18,230,11,1,1,55,101,4.07,18,5.46,8,8,4.07,0,11,0,0,7.29,0
1,7.2288,7,3,28,6,4,0,15,23,0,3,0,1,1,0,9.58,2,179,6,0,1
3,9.28127,6,8,22,3,3,1,3,17,2.02,9,1.02,1,1,2.02,1.01,3,14,2,0,1
2,4.49111,78,16,253,17,1,6,136,140,3.11,22,4,4,4,3.15,1.01,3,6,7,4.82,1
0,8.67717,54,11,276,22,3,0,231,107,1.01,11,2.08,5,5,1.01,3.04,1,21,15,3.2,1
1,1.38451,10,2,27,9,5,3,36,12,0,5,1.01,1,1,0,1.02,2,253,8,1.03,1
0,1.77712,100,6,376,26,1,1,325,191,0,7,0,19,16,0,0,1,30,24,0,0
0,0,9,5,33,3,3,0,3,18,0,5,0,1,0,0,0,1,14,2,0,1
1,1.56044,3,2,10,3,6,0,3,6,0,2,0,0,0,0,0,2,20,3,1.01,1
2,7.94243,12,8,59,7,3,1,21,34,0,9,3.1,1,0,0,7.07,2,41,3,3.14,1
0,0,9,2,28,6,6,12,15,11,0,13,0,3,3,0,1.01,1,75,3,0,1
2,7.73771,21,5,66,10,2,2,45,26,4.08,7,4.23,8,4,4.07,3.11,3,11,9,5.53,1
5,7.93397,6,11,31,3,1,2,3,25,1.01,13,2.03,1,1,1.01,0,5,0,1,2.03,1
2,11.2074,13,12,67,5,1,0,10,39,2.04,12,4.24,2,2,2.04,1.01,3,6,3,6.54,1
2,12.5792,47,20,208,21,5,1,210,118,0,21,3.09,1,1,0,5.37,5,72,5,5.13,1
9,16.4773,15,16,84,7,3,1,21,54,9.17,17,9.4,2,2,9.17,4.09,11,18,2,11.55,0
0,9.06665,6,3,17,4,1,1,6,10,0,4,3.1,0,0,0,1.01,2,6,4,2.09,1
1,4.77591,4,0,22,2,1,1,1,6,0,1,0,1,1,0,0,2,0,2,0,1
2,11.7129,33,11,99,10,3,3,45,39,2.02,13,2.08,1,1,2.02,3.03,3,21,4,2.04,1
4,13.9237,6,6,62,4,1,0,6,31,2.02,6,2.03,1,1,2.02,1.01,4,6,3,2.11,1
0,0,10,2,23,3,1,0,3,9,0,2,0,2,2,0,0,0,6,3,0,0
0,7.72196,2,1,9,2,1,2,1,5,1.01,3,1.01,2,2,2.02,0,0,0,2,0,1
2,3.18918,8,2,34,2,4,1,1,18,0,3,1.02,0,0,0,2.03,2,18,2,2.05,1
6,11.1884,23,4,69,6,1,12,15,36,3.09,15,4.23,0,0,9.15,1.01,6,6,4,4.32,1
0,7.91391,10,8,37,7,5,0,21,28,0,8,1.01,2,2,1.01,3.06,0,67,5,0,0
4,21.1016,18,14,57,9,5,1,36,45,3.08,15,5.58,1,1,4.09,3.04,9,40,3,7.98,1
0,6.01575,8,3,32,6,2,1,15,17,1.01,4,1.01,1,0,1.01,3.05,0,18,6,1.01,1
0,3.26332,15,4,51,9,1,6,36,31,0,10,0,1,1,0,0,0,0,4,0,1
2,7.90771,5,0,22,5,1,0,10,9,0,0,1.02,2,2,0,0,2,0,3,2.08,1
0,4.68802,15,8,60,11,1,1,55,44,0,9,0,5,5,1.01,1.05,0,30,11,1.03,1
2,6.2318,28,6,134,9,2,1,36,49,1.01,7,1.04,11,8,1.01,1.02,2,4,5,1.05,1
2,12.7082,20,9,86,10,2,5,45,59,3.03,14,3.07,2,1,5.05,7.07,2,39,3,3.27,0
2,8.90433,9,2,33,8,3,27,28,20,0,29,0,2,2,11.19,3.03,2,24,4,1.05,1
10,19.5813,122,32,595,39,5,2,741,273,3.05,34,12.78,12,12,4.06,6.38,12,71,13,11.74,1
8,17.5231,28,16,121,8,2,2,28,59,6.22,18,8.12,4,4,6.22,6.23,10,5,1,10.69,1
4,12.1236,13,1,75,4,1,3,6,20,1.01,4,1.02,3,2,1.01,0,4,0,3,1.03,1
1,3.69105,25,7,78,4,1,1,6,38,0,8,0,1,1,0,1.01,2,6,2,1.07,1
2,10.9041,30,11,111,13,1,9,78,74,4.05,19,2.02,2,2,8.11,1.01,2,13,12,0,1
27,34.7864,49,17,168,22,1,146,231,80,12.23,153,20.42,24,15,49.17,0,27,0,22,22.94,0
0,4.68802,3,1,11,3,2,1,3,6,0,2,0,0,0,0,1.01,0,11,3,0,1
5,7.31355,57,13,180,6,1,1,15,90,3.03,14,2.09,8,7,3.03,0,8,6,2,4.21,1
0,4.08622,4,1,16,2,3,1,1,9,0,2,0,1,1,0,2.03,0,16,1,1.01,1
0,2.97312,4,2,17,2,2,0,1,8,0,2,0,0,0,0,0,1,9,1,0,1
2,5.65618,6,3,28,5,2,1,10,13,0,4,2.19,2,2,1.01,1.07,4,7,1,2.43,1
2,3.09661,19,5,102,7,1,1,21,39,1.01,5,1.01,5,5,1.01,0,6,0,4,2.09,1
1,7.67247,17,7,58,4,2,0,6,29,5.1,7,3.27,0,0,5.1,3.05,1,9,1,3.39,1
7,14.9163,52,17,161,14,5,3,91,101,6.11,19,3.36,4,3,6.13,5.07,7,112,11,4.63,1
2,14.2302,43,5,138,18,3,1,153,95,4.04,6,1.06,4,4,4.04,3.07,2,36,9,3.16,1
5,21.9852,2,2,8,2,2,1,1,4,8.58,3,17.57,2,2,8.58,5.22,8,5,1,22.38,1
9,12.2608,139,30,739,41,1,15,820,284,4.04,44,7.45,28,28,5.06,1.01,11,1,7,10.42,0
1,9.53614,9,0,25,7,1,6,21,14,0,6,0,7,4,4.05,1.01,1,6,5,0,1
3,3.3149,56,18,279,36,4,1,630,140,1.07,19,1.42,7,7,1.07,2.05,3,17,15,3.35,1
0,3.15995,3,2,10,3,6,0,3,6,0,2,0,0,0,0,0,2,20,3,0,1
7,19.6259,86,31,350,31,5,2,465,195,4.05,32,8.9,2,2,4.05,5.37,8,72,8,11.11,0
2,9.58427,24,9,76,10,2,3,45,48,2.02,12,1.06,1,1,1.01,3.04,3,15,9,2.08,1
22,27.0841,94,21,307,15,1,6,105,204,7.12,27,16.7,2,2,9.2,1.01,24,6,8,17.36,0
1,1.77712,1,1,3,1,1,0,0,2,0,1,0,0,0,0,0,1,6,1,0,1
0,3.00184,11,4,38,2,1,2,1,18,1.02,6,1.08,0,0,2.04,0,2,6,2,2.15,1
2,3.1496,5,4,20,2,2,1,1,10,2.02,5,1.01,0,0,2.02,1.03,2,3,2,2.02,1
0,4.6939,42,6,124,17,4,2,136,81,0,8,0,1,1,0,9.58,1,184,17,0,1
0,4.57426,8,3,39,6,2,1,15,18,0,3,0,3,3,0,0,0,13,1,0,1
1,5.93615,15,0,85,10,1,1,45,28,0,1,0,9,9,0,1.01,1,6,2,2.03,1
7,9.48112,98,15,638,38,1,1,703,208,3.05,16,7.39,31,28,3.05,0,11,0,8,7.18,1
6,9.95194,20,7,65,5,2,4,10,33,1.03,11,2.04,1,0,1.01,2.02,7,12,1,4.15,1
1,8.04434,11,4,33,9,2,16,36,22,0,20,1.06,2,1,8.16,2.02,1,11,9,2.07,1
4,14.4326,16,8,239,7,5,2,21,47,4.05,10,7.27,10,10,4.05,4.27,12,34,6,11.41,1
9,14.4626,49,4,240,17,1,0,136,96,3.03,4,4.17,8,8,3.03,0,11,0,4,5.74,1
1,1.76682,13,3,45,5,1,1,10,28,0,4,0,2,1,0,0,1,0,2,1.03,1
1,1.50465,30,4,93,20,1,0,190,44,0,4,0,4,4,0,0,1,0,18,0,1
0,5.97053,12,2,31,6,4,1,15,16,0,3,0,1,0,0,3.05,0,35,3,0,1
2,15.0796,5,2,41,3,1,1,3,16,1.01,3,2.03,3,2,1.01,0,2,0,2,3.08,1
8,10.4263,93,16,347,23,1,4,253,172,0,20,5.13,10,8,1.01,1.01,8,6,2,6.26,0
0,9.25652,6,4,19,4,3,1,6,10,1.01,5,0,0,0,1.01,1.01,2,17,3,0,1
0,8.47667,25,6,83,12,2,4,66,53,1.01,10,1.15,5,4,2.03,1.02,0,29,12,2.42,1
2,10.0676,37,8,113,18,3,27,153,65,4.04,35,2.12,1,1,10.16,5.07,2,55,12,3.19,1
1,10.731,6,4,33,5,1,1,10,19,3.03,5,2.04,5,5,3.03,0,1,0,5,2.08,1
1,9.23472,6,0,18,6,2,1,15,6,0,1,0,0,0,0,11.3,2,56,5,1.01,1
1,3.18664,6,2,20,3,3,1,3,8,0,3,1.02,0,0,0,2.04,1,14,2,1.03,1
1,9.67792,16,9,79,8,1,4,28,39,0,13,1.01,4,4,1.01,0,1,0,2,2.06,1
4,7.20709,7,7,29,6,1,1,15,25,1.03,8,1.06,3,3,1.03,0,4,0,2,2.07,1
0,1.76682,4,2,10,2,1,1,1,4,0,2,0,0,0,0,1.01,0,6,2,0,1
1,7.08412,31,6,177,12,1,7,66,74,1.01,13,3.19,5,5,1.01,0,5,0,7,4.88,1
3,12.3849,20,4,69,20,4,6,190,42,2.02,9,3.18,3,3,8.08,9.65,4,200,20,4.3,1
0,1.76682,10,3,38,10,1,1,45,18,0,4,0,1,0,0,0,1,0,10,0,1
1,3.20993,6,2,25,4,1,2,6,11,1.01,4,1.04,0,0,2.02,0,1,0,1,1.06,1
0,7.26892,8,0,31,2,1,1,1,11,1.01,1,1.02,0,0,1.01,1.01,0,6,1,1.01,1
0,6.01575,23,6,78,9,2,1,36,41,1.01,7,1.01,2,1,1.01,3.05,0,18,6,0,1
1,1.39536,16,6,52,8,2,1,28,21,0,7,0,1,1,0,0,2,8,6,0,1
3,11.9006,10,5,39,10,4,1,45,19,2.02,6,4.06,0,0,2.02,11.38,4,70,7,3.08,1
1,8.934,3,2,15,2,1,1,1,8,0,3,1.01,1,0,0,0,1,0,2,2.04,1
3,9.08201,20,5,63,4,1,2,6,27,0,7,2.03,0,0,0,0,5,6,3,3.08,1
0,4.41398,6,1,15,2,1,0,1,7,0,1,1.02,1,1,0,0,1,0,2,2.04,1
4,16.753,10,6,92,5,4,1,10,31,2.02,7,7.09,7,7,2.02,4.1,8,47,5,6.53,1
0,3.19695,21,9,62,9,3,1,36,54,3.03,10,0,2,1,3.03,1.02,0,36,9,1.02,1
2,10.137,22,8,195,12,3,0,66,58,2.02,8,4.09,8,7,2.02,3.04,4,21,11,5.36,1
0,6.41569,13,1,35,8,3,1,28,12,0,2,0,0,0,0,1.01,0,11,8,1.01,1
2,3.13086,9,2,27,5,2,2,10,12,0,4,0,0,0,1.01,0,2,9,5,0,1
2,4.69129,4,7,16,2,2,3,1,11,0,10,0,1,0,1.01,0,2,7,1,0,1
0,4.41258,7,2,21,7,5,1,21,10,1.02,3,2.03,1,1,1.02,5.9,1,409,7,2.12,1
1,6.33209,23,14,166,14,5,1,91,70,0,15,1.04,8,8,0,2.04,4,80,10,2.16,1
0,3.97134,2,0,6,2,3,0,1,2,0,0,0,0,0,0,0,1,33,2,0,1
4,20.8861,38,14,272,17,3,0,136,82,1.01,14,2.07,8,8,1.01,1.02,6,14,13,7.6,0
0,7.91219,1,1,6,1,1,2,0,6,0,3,0,3,0,5.06,0,0,0,1,0,1
2,6.12275,21,4,71,15,4,1,105,31,0,5,1.01,3,3,0,1.01,2,57,10,2.09,1
1,2.91017,6,3,18,4,3,1,6,8,0,4,0,1,1,0,1.01,1,14,3,0,1
0,3.30831,5,0,14,5,7,6,10,6,0,6,0,0,0,9.13,7.14,0,157,5,0,1
1,15.5592,7,5,32,6,1,1,15,21,1.02,6,4.11,1,1,2.03,0,1,0,4,2.07,1
2,6.82195,5,4,27,5,3,2,10,15,1.04,6,2.14,1,1,1.06,2.14,5,33,4,2.24,1
0,4.68802,7,1,21,5,1,9,10,9,0,10,0,2,2,1.01,1.01,0,6,5,0,1
2,5.07878,13,3,31,6,5,11,15,20,3.03,14,1.04,1,1,11.12,3.07,2,64,6,2.13,1
12,27.4287,97,10,358,31,1,137,465,124,5.08,145,14.87,3,3,31.95,0,18,0,20,16.83,1
4,10.3507,12,3,53,5,1,0,10,19,0,3,2.02,1,1,0,1.01,5,6,5,3.14,1
1,4.0521,73,10,233,25,1,3,300,100,0,13,2.06,15,1,0,0,3,0,22,3.26,1
1,8.02724,52,12,169,14,1,1,91,108,1.02,13,2.17,1,1,1.02,1.01,1,6,14,3.2,1
0,5.32582,2,3,13,2,1,0,1,8,0,3,0,0,0,0,0,0,0,2,0,1
0,6.42599,10,8,32,5,2,1,10,17,1.01,9,0,3,2,2.03,1.02,0,26,5,1.04,1
1,11.9716,22,7,64,15,6,6,105,28,2.02,12,4.07,5,5,5.07,5.1,3,108,12,5.19,1
15,17.5007,52,20,164,13,2,3,78,97,3.03,23,7.2,3,2,4.04,0,15,13,1,7.25,0
0,6.04232,12,3,36,7,3,1,21,20,1.01,4,0,3,3,1.01,1.02,0,34,7,0,1
0,17.842,2,1,12,2,1,1,1,5,5.06,2,4.29,0,0,6.07,0,0,0,1,3.37,1
1,1.76682,3,4,24,3,1,1,3,11,0,5,0,2,2,0,0,1,0,2,1.02,1
0,4.41258,10,2,30,10,6,1,45,17,0,3,1.01,1,1,0,6.58,1,497,10,1.04,1
1,1.17006,11,2,30,10,5,5,45,15,0,7,0,1,1,0,1.02,2,253,10,0,1
6,11.0533,13,7,118,8,1,5,28,35,1.01,8,2.04,6,6,2.02,0,6,6,3,4.07,1
1,1.38451,27,4,82,20,4,13,190,42,0,17,1.01,1,1,0,1.01,2,233,18,1.03,1
0,6.41569,2,1,8,2,1,0,1,5,2.02,1,0,0,0,2.02,1.01,0,6,2,0,1
1,9.06916,13,1,45,12,2,5,66,15,1.01,6,3.06,6,5,2.04,4.14,2,27,12,5.23,1
3,15.0338,39,10,274,23,5,2,253,122,3.07,12,5.62,15,15,3.06,4.27,12,34,9,9.31,1
8,10.135,93,25,329,18,1,2,153,209,3.08,27,5.51,3,1,4.09,0,8,0,2,7.8,0
8,21.3934,37,11,270,14,2,1,91,87,5.1,12,6.67,15,14,5.1,1.01,9,13,4,8.66,0
1,7.23217,7,4,23,5,4,1,10,14,0,5,0,2,1,0,2.06,1,49,3,0,1
0,3.37663,2,0,7,2,2,2,1,2,0,2,0,1,1,0,0,0,10,2,0,1
2,4.3792,45,8,124,7,3,1,21,82,0,9,0,1,1,0,3.08,2,65,2,1.06,1
1,12.3495,9,5,51,3,1,2,3,23,0,6,3.05,1,0,0,0,2,0,2,2.07,1
4,11.6789,16,3,110,7,2,2,21,28,2.02,5,2.1,10,7,2.02,2.04,4,4,2,3.14,0
0,3.44787,3,1,7,2,2,1,1,4,0,2,0,0,0,0,2.02,0,29,2,0,1
0,12.2071,20,5,82,7,1,0,21,59,0,5,0,0,0,2.03,1.01,1,6,2,0,1
6,10.8989,43,8,292,21,1,6,210,124,0,8,1.02,17,17,0,0,6,6,5,2.08,1
0,0,17,6,51,12,5,4,66,27,0,9,0,1,1,0,1.02,1,253,12,0,1
1,8.67904,4,3,19,2,1,0,1,12,1.01,3,0,0,0,1.01,0,1,0,2,0,1
12,14.1196,12,3,91,7,1,3,21,26,3.03,6,8.19,2,2,5.05,0,13,0,4,9.87,0
1,9.00686,1,1,3,1,3,0,0,2,3.05,1,2.36,0,0,3.06,4.13,2,17,1,2.84,1
4,16.9705,11,3,82,7,1,3,21,26,2.02,6,6.06,10,10,2.02,0,5,0,4,8.46,1
3,13.6128,30,12,89,13,1,2,78,53,2.03,14,3.06,7,7,5.06,1.05,3,30,11,4.12,1
6,19.5212,29,20,115,9,2,1,36,86,5.12,21,9.63,5,5,6.13,2.04,8,11,3,10.74,0
2,7.53549,8,2,27,6,5,7,15,12,0,8,0,2,2,7.07,3.04,2,85,5,0,1
0,3.36633,6,2,24,4,1,2,6,13,0,4,0,1,0,0,0,1,0,4,1.01,1
1,9.53015,13,4,42,7,2,6,21,16,1.02,10,1.06,2,2,3.05,2.03,1,14,7,1.17,1
0,3.10486,2,1,9,2,2,1,1,5,1.01,2,1.03,0,0,1.01,2.08,0,15,2,1.09,1
2,10.3534,69,8,189,37,3,8,666,81,1.01,16,4.14,11,8,2.02,2.02,3,34,35,5.37,1
1,13.6031,21,8,75,10,6,3,45,47,1.02,11,2.12,1,1,3.04,10.48,1,158,8,3.31,1
2,8.83054,11,4,38,6,2,1,15,24,0,5,0,0,0,0,1.01,2,19,2,2.02,1
9,19.0251,53,14,315,22,4,1,231,153,3.05,15,6.02,9,9,3.05,6.1,11,39,4,12.79,1
1,2.98342,2,2,19,1,1,4,0,6,0,6,1.01,0,0,1.01,0,2,6,1,0,1
0,4.78875,8,4,22,4,3,1,6,10,0,5,1.02,0,0,0,3.03,0,21,2,1.03,1
3,5.83014,21,15,85,6,1,2,15,41,0,17,1.01,5,5,0,0,3,6,3,1.01,1
3,7.41817,26,12,240,18,5,1,153,108,0,13,0,2,0,0,2.04,6,80,9,0,1
3,7.04931,7,0,76,5,2,1,10,12,2.02,1,2.17,6,3,2.03,2.04,3,4,3,4.45,1
0,1.76682,4,4,13,3,4,0,3,13,0,4,0,0,0,0,1.01,1,36,1,1.01,1
0,6.42599,13,2,40,9,1,1,36,18,0,3,0,2,2,0,1.01,0,11,8,1.02,1
0,1.76682,2,0,7,2,1,5,1,2,0,5,0,1,0,1.02,0,1,0,2,0,1
6,22.5908,87,12,376,40,1,69,780,147,4.04,79,9.66,11,10,24.39,1.01,7,6,22,12.9,1
5,5.97445,9,3,38,5,2,1,10,17,0,4,1.06,2,1,0,2.04,5,15,2,3.17,1
0,1.76682,21,6,133,9,3,3,36,61,0,9,0,4,0,0,0,1,72,2,0,0
4,5.02919,30,5,114,12,1,1,66,35,1.02,5,1.04,2,1,1.02,0,5,0,9,2.17,1
6,15.6337,32,11,84,19,1,8,171,47,3.03,19,5.31,6,0,5.05,2.02,7,7,10,4.66,1
0,6.41569,7,1,23,4,1,1,6,11,0,2,0,5,2,0,1.01,0,6,4,1.01,1
3,7.34746,15,5,50,14,4,2,91,24,1.01,7,1.02,2,2,1.01,1.01,3,55,8,2.1,1
9,17.4516,27,12,95,9,1,14,36,52,4.11,24,6.26,1,1,14.24,1.01,9,6,5,5.26,1
0,6.68071,29,9,145,11,1,1,55,61,0,10,0,8,8,1.01,1.01,0,6,4,1.18,1
3,6.43978,45,13,214,28,5,0,378,93,0,13,2.05,13,13,0,1.03,7,80,12,3.38,1
2,14.705,40,9,131,23,2,9,253,60,2.02,18,3.07,5,1,2.02,2.03,2,14,12,3.21,1
9,21.0803,85,24,277,10,1,4,45,181,7.15,28,10.89,1,1,9.19,1.01,11,6,2,10.5,1
1,7.47927,5,0,18,5,1,1,10,11,0,1,0,1,1,0,1.01,1,6,5,0,1
4,13.1185,105,10,411,21,3,1,210,226,2.02,11,4.64,2,2,3.04,2.02,6,10,4,5.34,1
2,7.92388,27,9,108,13,1,1,78,74,3.15,10,2.63,1,0,3.15,0,4,0,9,4.12,1
0,1.56044,3,2,10,3,6,0,3,6,0,2,0,0,0,0,0,2,20,3,0,1
0,7.38593,4,0,12,4,3,0,6,4,0,0,1.02,0,0,0,5.13,0,33,3,1.06,1
3,10.9599,16,7,47,12,4,3,66,34,2.03,10,2.08,1,1,3.04,9.7,4,178,12,2.11,0
1,1.76682,7,2,24,3,1,1,3,8,0,3,0,1,1,0,0,1,0,3,0,1
1,3.03348,5,5,15,1,1,1,0,8,2.03,6,1.02,0,0,2.03,1.01,2,6,1,1.03,0
4,9.97572,3,3,11,3,8,8,3,7,1.01,11,1.01,1,1,8.09,8.14,4,172,3,0,1
1,6.21176,4,4,22,4,2,1,6,13,0,5,1.01,1,0,0,5.09,3,28,1,1.03,1
7,17.3833,21,7,51,9,3,1,36,33,4.09,8,6.2,0,0,4.09,12.55,7,31,2,5.52,1
0,3.71677,8,2,30,6,6,12,15,11,0,13,0,3,3,0,1.01,0,75,3,0,1
0,11.6303,3,4,17,2,1,1,1,11,0,5,2.02,0,0,1.01,0,0,0,2,0,1
2,3.12148,7,3,29,6,1,3,15,15,0,6,0,1,0,0,0,2,30,5,0,1
5,6.60445,69,6,245,18,2,1,153,119,0,7,2.21,3,0,0,1.01,6,13,1,4.83,1
2,9.69581,12,6,45,7,2,2,21,28,1.01,7,3.1,6,5,3.03,0,3,8,5,3.11,1
2,8.10954,12,3,28,4,3,1,6,11,1.01,4,1.04,1,1,1.01,3.1,2,14,3,1.04,1
1,4.57263,11,8,49,6,3,1,15,26,0,9,1.01,1,0,0,4.04,1,41,2,0,1
16,25.4544,49,21,385,21,1,2,210,126,1.03,23,8.45,12,0,1.03,0,16,0,6,12.73,1
14,31.5124,108,17,343,20,2,1,190,199,14.3,18,22.37,4,4,16.34,4.05,17,12,5,25.05,1
1,9.09107,20,9,62,10,3,2,45,43,3.03,11,2.03,3,3,3.03,2.07,1,55,8,2.04,1
1,10.8518,6,1,15,1,1,0,0,5,1.01,1,1.13,0,0,1.01,0,1,0,1,2.26,1
0,3.15995,2,0,6,2,5,1,1,2,0,1,0,0,0,0,2.04,2,80,2,0,1
