numberOfNonTrivialBugsFoundUntil:,CvsEntropy,ck_oo_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,ck_oo_lcom,ck_oo_rfc,WCHU_fanOut,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_cbo,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,WCHU_numberOfLinesOfCode,class
1,5.82553,3,1,9,3,3,3,3,5,2.06,4,2.04,1,1,4.07,4.1,1,44,3,2.03,1
1,3.20427,16,11,76,6,1,1,15,43,0,12,1.1,5,5,0,0,2,0,4,1.13,1
0,2.98148,2,1,8,2,1,1,1,4,0,2,0,1,0,0,0,2,0,1,0,1
0,0,52,12,164,11,1,2,55,65,2.03,14,6.48,2,1,3.05,1.01,0,6,7,7.94,1
0,1.76682,3,1,7,2,2,1,1,4,0,2,0,0,0,0,2.02,0,29,2,0,1
1,13.9484,19,14,54,10,4,4,45,31,4.07,18,4.24,0,0,4.08,11.41,4,72,7,5.41,0
0,4.64887,4,1,10,3,2,1,3,6,0,2,0,0,0,0,2.02,0,29,2,0,1
0,4.43166,13,4,37,7,1,3,21,29,0,7,0,1,0,0,1.01,0,6,1,0,0
1,8.00589,0,0,0,0,3,0,0,0,2.03,0,2.24,0,0,2.04,4.13,2,17,0,2.46,1
1,5.88907,11,2,57,3,2,4,3,19,3.03,6,1.09,1,1,5.05,1.01,3,10,2,1.36,1
9,22.1232,47,11,195,9,1,6,36,112,4.04,17,10.51,2,2,7.07,1.01,11,6,4,12.04,0
0,1.77712,12,2,66,5,1,1,10,14,0,3,0,4,4,0,0,0,0,4,1.01,1
4,17.1585,33,18,226,16,3,1,120,107,4.14,19,7.04,8,8,4.14,3.04,5,21,7,8.93,1
0,6.41569,8,4,33,6,1,4,15,13,0,8,0,2,2,0,1.01,0,6,6,1.01,1
1,10.6096,3,6,43,3,2,1,3,17,2.03,7,3.07,6,5,2.03,8.18,2,28,1,3.1,1
0,1.76682,28,14,149,9,5,3,36,80,0,17,0,4,4,0,1.02,1,55,5,1.08,0
2,7.27922,14,9,62,13,5,17,78,35,0,26,1.01,4,4,15.19,3.06,2,72,12,0,0
0,4.41258,9,2,29,9,6,1,36,17,1.02,3,2.07,1,1,1.02,5.9,1,412,9,2.12,1
2,10.6248,28,6,114,12,1,0,66,48,2.02,6,3.07,6,6,2.02,1.1,2,0,1,3.15,1
0,6.41569,2,0,7,2,2,0,1,3,0,0,0,1,1,0,0,0,8,1,0,1
0,6.59546,17,4,47,13,3,3,78,34,1.01,7,0,1,1,1.01,1.02,1,14,12,1.02,1
4,18.2694,22,19,130,14,3,1,91,76,4.23,20,10.31,4,4,4.23,3.04,5,21,7,11.78,1
5,17.2695,12,5,41,5,3,2,10,14,4.05,7,3.08,0,0,5.07,11.41,6,67,5,5.11,1
0,1.76682,3,0,9,3,1,1,3,3,0,1,0,0,0,0,0,0,0,3,0,1
2,12.9417,5,4,21,2,1,0,1,13,0,4,2.02,0,0,0,0,2,0,2,0,1
2,9.31549,14,2,44,5,1,49,10,20,0,51,0,0,0,23.37,1.01,2,6,5,1.01,1
3,8.91487,21,3,109,13,2,2,78,40,0,5,0,3,1,0,0,3,6,9,1.06,1
0,0,13,2,38,10,5,6,45,17,0,8,0,1,1,0,1.02,1,253,10,0,1
5,10.193,26,10,178,11,1,1,55,85,0,11,3.09,3,2,0,0,6,0,3,5.18,0
1,6.83528,12,5,44,7,5,11,21,24,1.01,16,1.09,1,1,6.07,4.11,1,71,5,1.19,1
0,7.63864,36,7,158,16,2,1,120,60,1.01,7,3.07,6,6,1.01,2.02,3,20,9,3.49,0
5,20.424,45,14,162,15,1,3,105,94,3.03,17,6.16,9,3,3.03,0,6,1,7,3.13,0
18,28.1851,259,37,847,82,3,17,3321,495,12.15,53,17.98,17,16,17.22,3.04,24,33,53,21.19,0
3,5.97024,4,5,24,4,2,1,6,14,1.01,6,1.01,1,0,1.01,2.07,4,28,1,1.01,1
0,0,16,7,53,12,4,2,66,31,0,9,0,0,0,0,0,1,70,7,0,1
2,7.57679,49,8,183,12,1,1,66,84,0,8,0,5,5,0,1.01,2,6,2,3.1,1
1,5.98276,4,0,3,2,1,2,1,2,0,2,0,0,0,0,1.01,1,6,2,0,1
6,10.7326,57,8,85,8,1,17,28,45,2.07,25,5.4,0,0,8.25,1.01,7,6,8,6.78,0
2,7.2298,3,4,11,4,3,1,6,8,0,5,2.06,0,0,0,5.05,3,19,3,2.13,1
1,1.77712,21,3,67,2,1,2,1,16,0,5,0,1,0,2.04,0,1,6,2,0,1
1,4.77474,6,5,33,4,3,0,6,19,2.05,5,2.12,2,2,2.05,0,1,1,4,1.17,1
0,4.41258,8,2,27,8,6,1,28,13,1.02,3,1.04,1,1,1.02,5.9,1,411,8,1.08,1
0,0,7,1,22,7,5,2,21,8,0,3,0,1,1,0,1.02,1,253,7,0,1
6,14.5368,19,4,84,10,2,1,45,34,2.05,5,5.15,7,7,2.05,2.02,8,6,10,6.21,0
1,4.00609,10,0,29,5,1,0,10,10,0,0,0,1,1,0,0,2,6,2,0,1
2,7.20153,1,0,10,1,1,3,0,7,0,3,0,3,0,1.02,0,2,0,1,0,1
0,0,3,0,8,3,2,2,3,4,0,2,0,1,0,1.01,0,0,2,2,1.01,1
8,14.7275,87,13,338,23,2,2,253,150,7.1,15,9.13,5,5,7.11,7.11,11,35,2,9.59,1
0,1.76682,3,2,10,3,3,0,3,5,0,2,1.01,1,1,1.01,0,2,14,2,1.03,1
2,2.8819,3,1,17,2,2,1,1,6,0,2,0,0,0,0,6.15,2,28,1,1.04,1
0,2.6367,15,5,69,4,1,0,6,43,0,5,1.06,2,2,0,0,1,6,4,2.11,1
0,4.73464,34,9,124,19,1,5,171,56,0,11,0,8,8,0,0,0,0,19,1.03,1
12,22.5021,75,17,280,16,1,11,120,156,6.11,28,14.99,0,0,10.2,1.01,12,6,13,15.45,0
4,12.3547,38,7,144,13,5,3,78,84,1.01,10,2.03,5,5,2.02,11.19,4,185,11,4.14,1
1,10.2622,13,4,43,5,1,1,10,22,3.03,5,1.03,1,1,3.03,1.01,2,6,5,2.07,1
3,11.7919,13,6,58,3,1,1,3,25,4.05,7,4.14,3,3,4.05,0,3,0,2,4.38,1
6,25.2449,35,24,143,9,1,3,36,75,5.08,27,8.3,1,1,5.08,0,7,0,1,8.34,0
4,11.7184,70,7,201,27,2,17,351,105,3.05,24,2.07,5,1,7.09,3.07,4,24,17,3.1,1
2,6.08968,32,13,112,8,2,2,28,78,1.07,15,2.34,1,0,1.07,0,2,11,1,3.59,0
1,3.19189,72,6,216,13,3,1,78,95,0,7,0,10,10,1.01,0,1,35,2,1.01,1
2,6.62605,31,8,89,7,1,2,21,34,3.06,9,2.08,10,9,3.05,0,6,0,7,4.36,1
3,7.49997,16,6,67,10,1,1,45,26,0,7,1.04,2,2,0,0,5,6,6,2.24,1
18,17.1453,76,30,365,27,5,1,351,187,4.14,31,7.8,4,4,4.14,6.38,22,74,11,12.64,1
1,4.33338,7,2,33,5,2,1,10,12,0,3,0,1,1,0,0,1,4,3,0,1
2,1.76682,2,2,11,2,1,3,1,6,0,5,0,1,1,0,0,2,0,2,1.01,1
2,9.83397,13,0,37,13,2,6,78,17,0,6,4.1,6,6,6.13,8.16,2,57,13,4.3,1
0,6.4354,4,2,12,4,3,0,6,7,0,2,1.01,0,0,1.01,3.1,1,14,3,2.02,1
7,11.7134,28,5,138,14,1,2,91,60,1.01,7,4.16,0,0,3.03,2.07,8,0,5,5.25,1
2,11.1262,56,13,204,26,3,3,325,136,3.03,16,3.1,9,8,3.03,3.09,2,69,21,3.17,0
0,6.42599,3,2,11,4,8,4,6,7,0,6,0,1,1,2.02,6.13,0,219,4,0,1
3,13.6285,20,11,106,11,4,1,55,52,3.03,12,4.12,1,0,3.03,9.11,3,51,3,5.24,1
0,1.56044,3,2,10,3,6,0,3,6,0,2,0,0,0,0,0,2,20,3,1.01,1
8,19.8234,52,18,199,18,4,1,153,110,4.04,19,6.22,4,4,4.04,2.04,11,16,12,8.59,1
1,11.8796,10,6,43,5,1,2,10,22,2.03,8,2.09,2,1,2.03,1.01,1,6,1,3.15,1
2,8.67717,18,9,109,10,3,1,45,50,2.02,10,2.05,3,3,2.02,3.04,2,21,10,3.09,1
0,4.33338,18,5,68,6,1,1,15,30,0,5,0,2,2,0,0,0,6,5,1.08,1
1,8.67717,36,12,238,19,3,0,171,94,2.02,12,3.39,4,4,2.02,3.04,2,21,14,4.73,1
1,1.76682,3,1,9,2,1,1,1,3,0,2,0,0,0,0,0,1,0,2,0,1
1,3.19695,3,0,24,3,1,4,3,9,0,4,0,8,0,1.02,1.01,1,6,3,0,1
6,11.0027,57,15,194,16,1,3,120,107,3.06,18,6.81,4,4,6.11,1.01,7,6,5,8.29,1
0,3.1028,35,12,162,18,1,1,153,73,0,13,1.1,8,4,1.01,1.03,1,3,6,2.39,1
3,11.3416,12,2,52,10,2,1,45,27,2.02,3,2.02,4,4,2.02,2.02,4,6,10,2.05,1
2,16.6139,18,4,73,6,1,1,15,43,2.02,5,1.02,1,1,2.02,1.01,3,6,2,3.03,1
5,12.4237,12,13,71,6,3,1,15,43,8.11,14,8.31,1,1,8.11,4.09,6,18,1,8.46,0
2,6.02143,14,1,66,9,1,4,36,24,0,5,0,5,2,0,1.01,3,6,3,1.01,1
7,18.2025,34,9,89,11,4,2,55,60,5.05,11,5.24,3,2,7.09,4.07,7,77,10,7.41,0
19,21.7149,53,20,146,14,1,19,91,99,10.23,39,15.93,0,0,25.48,1.01,20,6,9,19.72,1
0,6.41569,5,1,15,3,1,1,3,7,0,2,0,1,0,0,0,0,0,3,0,1
1,9.61458,6,4,20,5,6,9,10,13,1.01,13,2.04,1,1,5.05,5.12,1,78,4,2.05,1
1,19.6689,4,6,24,4,2,1,6,15,4.05,7,4.09,1,0,4.05,8.18,3,28,1,6.25,1
0,0,2,0,6,2,3,1,1,3,0,1,0,0,0,0,1.01,1,13,1,0,1
3,7.7065,28,13,116,9,2,4,36,78,4.04,15,4.19,3,3,4.04,1.01,3,3,4,4.35,1
0,7.27922,30,12,88,9,1,0,36,66,1.02,12,1.06,3,2,1.02,1.01,0,6,2,2.07,1
4,9.89425,20,9,197,8,1,1,28,67,0,10,2.04,4,0,0,0,5,0,4,6.2,1
1,17.1031,17,4,50,14,2,81,91,29,0,84,3.06,1,1,21.52,0,5,7,12,6.17,1
0,4.41258,17,8,75,9,3,1,36,41,2.12,8,2.63,2,2,2.12,2.09,1,54,3,4.38,1
2,3.27147,21,5,76,6,1,2,15,44,0,7,0,3,3,0,0,2,6,3,1.03,1
9,16.6538,93,25,314,22,3,1,231,194,3.08,26,6.69,2,2,3.08,1.02,9,30,2,9.64,0
12,26.3437,96,29,412,33,2,1,528,233,8.22,30,14.29,7,6,10.21,3.06,13,11,2,17.39,0
7,7.48098,32,17,250,16,3,1,120,101,2.04,18,3.41,12,12,2.04,1.02,8,21,5,3.69,1
0,0,2,0,5,2,5,1,1,2,0,1,0,0,0,0,1.02,1,55,1,0,1
0,3.8069,5,6,29,5,1,3,10,15,1.01,9,1.01,0,0,2.02,0,1,9,4,1.03,1
0,6.18007,3,1,11,3,2,1,3,6,0,2,0,0,0,0,1.01,0,11,3,0,1
1,4.31202,22,4,55,8,3,1,28,35,1.01,5,0,3,3,1.01,1.02,1,34,7,0,1
2,10.4245,13,3,53,11,2,1,55,26,0,4,1.01,4,4,0,1.01,3,6,11,1.03,1
0,3.90631,4,3,27,4,2,1,6,12,1.01,4,0,1,1,1.01,1.01,0,14,1,0,1
10,13.6235,3,3,11,3,3,0,3,11,2.28,3,5.55,0,0,2.28,1.07,10,15,1,7.8,1
1,10.9582,35,4,91,5,3,1,10,38,1.01,5,3.17,6,6,1.01,3.07,1,32,5,2.53,1
0,0,3,4,25,3,2,1,3,13,0,5,0,0,0,0,0,1,12,2,0,1
0,1.56044,2,2,7,2,6,0,1,5,0,2,0,0,0,0,0,2,20,2,0,1
3,8.61553,118,20,452,31,1,3,465,291,4.04,23,2.03,33,14,4.04,0,4,6,7,2.05,0
0,0,6,3,29,2,1,2,1,18,0,5,0,0,0,0,0,1,6,2,0,0
0,4.25341,17,1,41,5,1,1,10,19,0,2,0,5,5,0,0,3,0,5,1.01,1
1,3.1764,11,3,47,6,1,1,15,21,0,4,1.01,1,1,0,0,3,0,2,1.04,1
0,4.50833,26,4,101,11,1,4,55,48,0,8,0,2,1,0,1.01,0,6,7,0,1
0,6.41569,16,4,54,10,4,4,45,26,0,8,0,4,3,0,3.05,0,25,10,0,1
6,19.0688,23,8,161,6,1,1,15,69,0,9,3.2,4,4,0,1.01,8,6,4,9.27,0
3,5.8987,7,0,25,5,2,1,10,6,0,1,2.05,0,0,0,3.07,3,12,4,3.21,1
3,10.7456,48,4,156,6,1,4,15,49,1.01,8,1.13,1,1,2.03,1.01,4,6,1,3.4,1
10,19.6349,17,7,107,6,4,1,15,33,5.08,8,7.56,6,6,5.08,4.1,14,47,6,11.33,1
1,0,2,1,6,2,1,0,1,3,0,1,0,0,0,0,0,1,6,2,0,0
1,5.95836,20,13,100,12,6,1,66,46,0,14,0,0,0,0,2.04,4,82,8,2.17,1
2,4.57426,7,1,23,7,1,0,21,14,0,1,0,1,1,0,0,2,0,7,0,1
0,4.33338,3,4,14,2,2,1,1,10,0,5,0,0,0,0,0,0,4,2,1.02,1
0,2.84822,21,14,100,13,5,1,78,56,0,15,0,0,0,0,2.04,3,80,9,0,1
24,28.2531,107,14,369,51,1,35,1275,180,7.11,45,18.28,11,11,20.36,1.07,32,7,36,20.83,0
0,8.67717,50,11,272,22,3,0,231,106,1.01,11,3.09,5,5,2.02,3.04,1,21,15,4.18,1
5,19.7652,43,8,141,18,2,14,153,63,1.01,19,2.04,6,3,7.07,2.02,7,4,14,5.17,1
1,7.6507,5,0,16,5,1,2,10,5,0,2,0,3,3,0,1.02,1,15,5,0,1
1,11.3948,25,12,99,7,4,1,21,60,3.03,13,2.06,2,1,3.03,9.11,2,51,4,2.07,1
2,2.71813,3,0,10,3,1,0,3,4,0,0,0,1,1,0,0,2,0,3,0,1
4,11.695,14,6,75,10,4,1,45,34,5.1,7,8.36,3,3,5.1,6.14,10,32,7,8.83,1
2,11.7134,3,2,16,3,1,2,3,12,0,4,3.05,0,0,3.03,0,2,0,2,3.08,1
3,7.34746,43,10,164,26,4,2,325,89,0,12,1.01,8,1,0,1.01,3,68,21,2.16,1
1,8.04434,5,4,18,4,1,0,6,15,0,4,0,1,0,1.01,0,1,0,4,0,1
5,12.713,35,11,162,15,1,1,105,76,2.07,12,3.2,5,5,2.07,0,5,0,8,2.22,1
0,6.41569,67,10,238,16,1,1,120,81,1.01,11,0,23,23,1.01,1.01,0,6,4,0,1
1,0,3,1,10,3,5,1,3,4,0,2,0,1,1,0,1.03,1,88,3,0,1
2,10.3881,12,3,87,6,1,2,15,33,2.02,5,0,6,6,3.03,0,3,6,5,4.14,1
2,7.722,44,10,130,10,4,2,45,91,1.02,12,1.02,0,0,1.02,3.08,3,80,2,2.05,1
2,7.0311,5,0,17,6,1,6,15,11,0,6,2.06,0,0,3.04,0,2,0,5,2.12,1
0,5.42019,4,3,12,1,1,1,0,4,1.01,4,1.01,0,0,1.01,1.01,0,6,1,1.03,1
3,6.78705,9,0,54,5,1,0,10,22,0,0,0,2,2,0,0,3,0,2,0,1
0,8.44052,24,5,76,10,3,1,45,36,1.01,6,2.02,4,4,2.02,3.09,0,56,9,2.02,1
3,9.59117,37,4,156,6,1,9,15,56,3.03,13,2.27,1,1,4.11,1.01,3,6,6,4.96,1
0,8.04434,11,0,29,11,2,1,55,13,0,1,0,1,1,0,1.01,0,7,11,1.02,1
2,10.1597,7,3,33,2,1,0,1,23,4.07,3,2.25,0,0,4.07,0,3,6,1,4.41,1
5,13.2919,14,3,44,6,4,2,15,19,5.05,5,4.08,3,3,5.05,7.12,5,91,5,3.09,1
0,3.06228,4,7,39,2,1,0,1,18,0,7,0,3,3,0,0,0,6,1,0,1
0,4.33338,6,2,26,4,1,4,6,10,0,6,0,2,0,0,0,0,0,3,1.01,1
0,3.18664,6,3,19,4,3,1,6,10,0,4,0,1,1,0,3.1,0,14,3,0,1
2,5.41232,16,0,212,12,1,95,66,23,0,95,0,43,0,4.55,0,4,6,11,0,1
19,22.4197,64,15,210,21,1,6,210,145,5.12,20,10.96,2,2,9.21,1.01,20,6,11,11.4,0
1,4.56477,18,4,108,10,1,3,45,40,0,7,0,9,9,0,0,1,0,2,1.04,1
1,7.57392,17,6,59,12,2,2,66,50,1.01,8,0,2,2,1.01,1.01,1,24,11,1.07,1
9,16.5679,30,10,93,13,2,1,78,38,4.04,11,6.26,8,8,5.08,3.07,11,11,12,8.73,1
3,17.8255,50,24,212,17,5,1,136,117,1.02,25,3.06,2,2,1.02,5.37,6,73,8,3.28,1
3,11.0408,12,3,35,6,1,3,15,12,2.04,6,3.05,2,2,5.07,0,3,0,6,2.14,1
0,3.30831,5,1,15,5,5,4,10,10,0,5,0,1,1,2.02,3.07,0,64,5,0,1
0,6.74569,35,4,138,12,1,15,66,59,1.02,19,3.25,8,0,3.17,0,2,6,11,3.7,1
2,18.6113,8,6,30,5,2,2,10,19,5.07,8,6.15,4,2,6.08,8.18,3,28,2,6.13,1
0,5.33086,4,2,13,4,3,0,6,6,0,2,0,1,1,1.01,3.1,0,14,3,0,1
6,22.588,29,8,106,26,6,9,325,66,8.19,17,6.85,5,3,12.24,5.08,6,89,25,8.35,1
2,3.18918,9,3,27,5,4,1,10,11,0,4,1.02,0,0,0,2.03,2,18,5,2.07,1
0,9.96423,18,4,58,18,3,20,153,27,0,24,0,7,3,4.05,3.07,2,37,16,0,1
3,6.40904,26,2,78,9,1,23,36,39,1.01,25,2.02,3,1,11.15,0,4,0,8,2.11,1
0,3.11166,8,0,30,3,1,1,3,9,0,1,0,0,0,0,0,0,0,1,0,1
1,11.9805,50,7,169,11,1,2,55,72,1.01,9,1.01,10,3,1.01,1.01,1,6,2,1.16,1
10,21.9232,41,23,194,15,3,1,105,115,9.17,24,11.55,5,5,9.17,3.04,12,21,5,10.72,0
2,7.17094,12,3,43,11,2,3,55,29,0,6,1.01,2,2,1.01,2.02,3,6,11,1.03,1
2,6.70338,14,13,96,6,3,1,15,50,2.06,14,3.26,0,0,2.06,2.04,3,17,3,3.55,1
1,14.1689,17,13,124,13,3,1,78,63,6.09,14,6.77,5,5,6.09,3.04,4,21,7,8.14,1
0,6.41569,14,5,30,4,1,3,6,14,0,8,0,3,1,0,1.02,0,13,4,1.01,1
2,9.90134,9,1,28,8,1,5,28,12,0,6,2.04,2,2,3.03,1.01,2,6,8,2.1,1
22,26.2376,158,35,627,37,5,4,666,291,5.12,38,15.59,7,7,5.14,5.37,27,70,10,19.61,1
0,1.77712,10,1,27,6,1,10,15,12,0,11,0,2,0,1.01,1.01,0,6,6,1.02,1
1,7.38607,1,2,9,1,1,0,0,4,0,2,0,0,0,0,0,1,0,1,1.03,1
1,10.1089,17,6,110,8,1,0,28,40,2.02,6,1.01,4,4,2.02,0,2,0,2,3.15,1
5,3.18172,8,2,38,5,1,1,10,11,1.01,3,1.05,2,2,1.01,0,6,0,4,1.21,1
3,10.9039,7,0,58,7,1,0,21,17,0,0,0,1,1,0,1.01,3,6,2,3.15,0
2,9.52583,8,4,28,4,1,0,6,18,1.02,4,1.03,1,1,1.02,1.01,2,6,3,1.04,1
2,7.44245,3,10,34,3,2,0,3,23,2.02,10,2.03,0,0,2.02,1.01,4,4,1,3.05,1
0,1.56044,3,2,10,3,6,0,3,6,0,2,0,0,0,0,0,2,20,3,0,1
0,0,16,10,95,11,4,1,55,56,0,11,0,3,3,0,0,1,34,6,0,1
2,8.64184,7,2,23,7,4,1,21,9,1.02,3,2.03,0,0,1.02,11.38,3,70,6,1.04,1
6,9.65979,66,15,260,29,1,10,406,136,1.02,25,3.28,16,11,2.03,1.05,7,30,17,4.56,1
3,5.17653,4,1,17,4,2,1,6,7,1.01,2,1.02,0,0,1.01,1.01,4,12,3,0,1
3,6.00267,11,5,40,7,2,1,21,21,1.01,6,1.01,7,1,1.01,0,3,8,5,2.05,1
0,4.25341,9,2,25,8,1,1,28,12,2.02,2,2.1,1,1,2.02,0,2,6,8,2.17,1
0,6.41569,11,3,34,6,3,6,15,19,0,9,0,1,1,2.02,1.01,0,23,6,1.02,1
1,12.4862,42,7,154,11,4,5,55,78,3.03,12,2.19,4,3,5.06,1.01,1,42,11,2.24,1
1,5.84418,9,4,27,7,3,1,21,14,1.01,5,1.04,3,3,1.01,2.04,1,34,7,1.09,1
1,12.396,8,1,23,7,1,11,21,10,1.01,12,2.02,2,2,4.04,1.01,1,8,4,2.02,1
2,8.99489,5,5,27,2,2,0,1,20,2.03,5,2.09,1,0,2.03,2.02,3,10,1,4.09,1
5,17.0076,21,3,65,11,4,2,55,45,1.01,5,3.18,2,1,1.01,4.07,5,78,8,2.16,1
0,6.23261,2,1,6,2,1,1,1,3,0,2,1.02,1,1,0,1.01,0,7,2,1.03,1
0,3.70646,10,7,30,5,3,2,10,15,0,8,0,0,0,0,0,0,21,2,1.04,1
23,25.1591,76,10,514,31,2,1,465,195,3.05,11,5.53,15,15,3.05,1.01,31,14,5,10.72,0
5,19.9182,62,22,251,19,5,1,171,118,4.05,23,6.29,10,10,4.05,5.37,7,72,7,7.8,1
0,0,3,2,14,2,3,3,1,5,0,5,0,0,0,1.01,0,0,5,1,0,1
8,21.4513,41,17,210,19,4,1,171,88,3.05,18,4.29,5,5,4.06,2.04,10,16,13,5.85,1
4,15.172,3,5,23,1,2,0,0,16,5.06,5,4.12,0,0,5.06,3.03,4,14,0,6.17,0
1,8.13388,12,2,31,6,4,7,15,14,0,9,0,2,1,1.01,0,1,44,5,0,1
2,10.7325,4,5,52,4,2,1,6,18,3.04,6,2.08,4,3,3.04,8.18,4,28,2,3.06,1
13,20.5295,167,31,618,57,5,2,1596,369,6.09,33,9.32,22,21,6.09,3.09,13,114,49,10.81,1
0,3.30831,3,1,9,3,5,4,3,5,0,5,0,1,1,2.02,3.07,0,64,3,0,1
0,4.41258,31,2,97,31,6,1,465,62,0,3,2.04,1,1,0,7.26,1,602,31,3.09,1
0,0,8,7,42,4,1,1,6,21,0,8,0,1,1,0,0,1,0,1,0,1
1,0,3,0,12,3,1,0,3,7,0,0,0,1,1,1.01,0,1,6,3,0,1
1,5.26723,16,4,56,14,5,9,91,36,0,13,0,1,1,0,4.49,3,248,14,0,1
2,5.01058,11,5,43,4,3,1,6,21,1.01,6,1.02,0,0,1.01,2.04,3,14,2,3.07,1
0,8.04434,8,6,23,3,3,1,3,10,0,7,0,0,0,0,3.03,0,21,1,0,1
2,11.1107,44,9,151,10,1,1,45,72,4.13,9,4.68,2,2,4.13,0,2,0,5,6.51,0
1,1.77712,31,0,97,14,1,6,91,43,0,6,0,10,5,1.01,0,1,6,10,0,1
0,6.28027,1,4,5,1,2,0,0,7,1.02,4,1.06,0,0,1.02,0,0,2,1,2.21,1
0,1.76682,24,3,75,12,1,1,66,32,0,4,0,4,4,0,0,1,6,10,1.04,1
0,1.76682,16,2,76,9,2,6,36,33,0,8,0,3,3,1.01,0,1,36,2,0,1
0,6.90569,17,0,59,17,1,0,136,20,0,0,0,2,2,3.03,1.01,0,6,17,0,1
1,7.39875,24,3,80,10,1,2,45,42,0,5,0,2,2,1.01,0,1,0,5,2.07,1
0,3.2591,22,9,106,6,1,0,15,32,1.01,9,1.02,0,0,1.01,0,1,6,6,2.28,1
0,4.68802,4,2,15,3,1,1,3,9,0,3,0,2,2,0,0,0,0,3,0,1
0,4.64887,4,1,10,3,2,1,3,6,0,2,0,0,0,0,2.02,0,29,2,0,1
4,6.39937,34,3,113,23,1,4,253,57,1.01,7,1.01,8,1,2.02,0,4,0,8,0,1
1,8.29798,2,1,16,2,1,3,1,6,0,4,1.01,3,3,1.01,0,4,0,2,2.17,1
2,9.23472,8,2,26,8,4,1,28,10,0,3,1.01,0,0,0,11.38,3,70,7,1.04,1
5,5.42268,18,2,52,4,4,2,6,33,4.04,4,2.08,1,0,4.05,2.03,6,18,4,4.18,1
8,6.56161,42,12,236,17,1,3,136,98,1.01,12,2.13,10,10,1.01,1.01,9,3,9,3.27,0
1,16.6473,25,17,97,11,3,1,55,72,5.07,18,6.19,2,1,5.07,7.07,1,41,3,8.33,1
0,9.36692,3,1,23,3,3,1,3,5,1.01,2,1.01,3,3,1.01,0,0,19,2,0,1
1,3.1764,9,4,63,7,3,2,21,25,1.01,6,1.01,1,1,1.01,0,2,72,1,1.03,1
0,4.68802,11,3,33,8,1,0,28,24,0,3,0,1,1,0,1.01,0,9,8,0,1
1,0,18,0,57,13,1,1,78,36,0,1,0,4,3,0,0,1,6,13,0,0
3,5.05758,7,3,38,3,1,1,3,18,0,4,3.05,0,0,1.01,0,4,6,3,4.14,1
20,16.953,61,29,317,28,5,1,378,177,4.06,30,10.49,5,5,4.06,5.37,24,73,11,12.48,1
3,3.83668,26,7,113,10,1,3,45,54,2.02,10,0,2,1,2.02,0,3,6,5,0,1
0,7.72707,32,3,103,14,3,14,91,42,0,17,0,10,3,2.03,3.05,0,19,12,2.03,1
5,15.9552,22,6,104,9,1,1,36,56,1.01,6,1.01,2,2,1.01,0,5,0,4,2.02,1
1,0,3,1,7,2,2,1,1,4,0,2,0,0,0,0,1.01,1,29,2,0,1
5,23.6028,8,9,61,5,2,1,10,35,4.1,10,5.32,1,0,4.1,9.22,6,28,1,9.6,1
25,34.4797,53,35,402,18,2,1,153,132,10.21,35,16.77,18,18,11.2,0,36,6,11,17.68,1
1,7.10446,13,4,44,9,4,12,36,26,0,16,0,2,2,2.04,3.07,2,55,8,2.02,1
3,11.171,14,1,85,8,2,2,28,22,0,3,5.1,5,5,1.01,2.02,5,18,6,6.23,1
1,6.85931,22,16,77,4,2,1,6,43,1.02,17,3.23,0,0,1.02,2.06,3,11,1,4.56,1
2,1.42715,8,3,84,5,1,1,10,25,0,4,0,6,6,0,0,2,0,1,0,1
3,10.2435,28,4,75,13,4,0,78,42,0,4,0,1,1,1.01,9.58,4,183,13,1.03,1
1,3.00782,21,9,77,13,5,1,78,45,1.01,10,1.09,2,2,1.01,2.04,1,131,11,2.2,1
8,24.7436,62,21,223,19,1,0,171,131,6.07,21,9.34,3,3,7.08,0,10,0,2,10.37,0
4,9.56944,11,3,49,11,2,1,55,26,2.04,4,3.11,3,2,2.04,1.01,5,6,11,3.13,1
5,7.69368,11,1,44,5,1,4,10,14,1.01,5,2.1,0,0,3.06,0,6,6,5,3.41,1
1,11.3454,63,6,210,16,4,12,120,78,0,18,2.13,5,3,6.06,3.07,5,55,10,3.93,1
3,7.08227,67,18,320,24,1,2,276,150,2.02,19,1.01,13,13,2.02,0,3,0,11,1.1,0
