LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,LOC_TOTAL,Defective
15,9,3,16,5,8,2,4,19,4,19,33.28,15.94,8459.67,95,469.98,530.57,4,8,16,41,54,27,21,77,24,1
3,37,3,60,19,24,2.5,6,68,11,36,33.88,39.58,53092.15,232,2949.56,1341.28,18,30,51,95,137,30,25,40,36,0
13,7,3,12,4,6,2,3,15,1,18,56.43,12.83,9294.08,138,516.34,724.21,3,6,13,63,75,27,11,41,21,0
1,7,4,12,4,6,2,3,20,3,12,18.68,12.83,3076.44,51,170.91,239.72,3,6,18,22,29,12,14,14,12,0
1,22,5,32,13,16,2,10,54,8,43,41.66,36.87,56634.51,256,3146.36,1536,8,16,43,89,167,35,29,48,45,0
1,15,3,28,8,14,2,4,36,1,34,23.86,46,50477.9,201,2804.33,1097.35,7,14,30,92,109,22,22,39,37,0
20,14,1,16,9,8,2,2,29,1,38,16.23,147.53,353307.23,447,19628.18,2394.83,4,8,22,209,238,17,24,90,47,0
1,3,0,4,2,2,2,1,6,1,5,10.75,5,268.87,15,14.94,53.77,1,2,6,5,10,4,8,7,5,0
4,5,0,8,3,4,2,1,10,1,9,18.27,7.33,982.52,31,54.58,133.98,2,4,9,12,19,9,11,15,9,0
3,17,0,32,9,16,2,1,33,1,2,76.91,15.85,19327.77,222,1073.76,1219.19,8,16,26,98,124,34,11,23,19,1
17,7,4,12,4,6,2,4,22,1,16,46.83,14.48,9823.41,125,545.75,678.28,3,6,20,60,65,29,14,45,20,0
3,37,4,54,20,22,2.45,7,72,12,49,25.89,66.86,115710.92,293,6428.38,1730.72,16,31,54,117,176,28,32,55,49,0
0,3,1,4,2,2,2,2,6,1,4,9.51,3,85.59,9,4.75,28.53,1,2,6,3,6,3,6,5,4,0
16,9,5,16,5,8,2,5,22,1,38,67.8,13.4,12174.52,152,676.36,908.55,4,8,19,67,85,45,18,82,43,1
5,29,6,56,15,28,2,15,66,14,37,93.04,18.79,32840.16,272,1824.45,1747.94,14,28,53,124,148,66,20,65,37,0
1,13,2,22,7,10,2.2,2,24,1,14,29.59,14.55,6259.35,82,347.74,430.33,6,11,19,40,42,22,16,16,14,0
6,45,11,86,23,42,2.05,19,108,19,69,63.43,34.98,77622.82,350,4312.38,2218.95,22,43,87,148,202,55,26,78,71,0
35,19,4,34,10,16,2.13,8,42,1,53,68.68,23.83,39014.14,262,2167.45,1636.96,9,17,34,117,145,54,22,168,62,1
3,9,0,8,6,4,2,1,18,1,22,27.21,20.39,11307.85,101,628.21,554.68,2,4,14,39,62,22,23,27,22,0
6,3,2,4,2,2,2,2,7,1,6,22.46,9,1819.07,43,101.06,202.12,1,2,7,18,25,13,13,15,8,0
10,5,1,6,3,2,3,2,8,3,11,22.96,13.5,4185,62,232.5,310,2,3,7,27,35,16,16,31,13,0
19,32,8,48,19,24,2,8,74,5,75,43.01,71.26,218421.83,471,12134.55,3065.17,12,24,57,208,263,54,37,110,78,0
8,3,0,4,2,2,2,1,7,1,16,39.81,13.88,7671.65,119,426.2,552.62,1,2,7,59,60,17,8,25,16,0
1,5,0,8,3,4,2,1,9,3,12,10.7,13.75,2023.29,36,112.41,147.15,2,4,8,15,21,6,11,14,12,0
22,9,5,8,5,4,2,5,22,1,28,36.37,18.27,12140.16,121,674.45,664.51,2,4,19,50,71,26,19,77,36,0
10,9,2,12,5,4,3,3,17,5,18,36.97,15.36,8722.95,106,484.61,567.9,4,6,14,48,58,25,16,36,19,0
41,31,3,54,16,24,2.25,6,65,3,73,90.21,25.16,57086.39,355,3171.47,2269.27,15,27,51,161,194,64,20,140,76,0
0,3,0,4,2,2,2,1,5,1,5,16.21,4.2,286.08,19,15.89,68.11,1,2,5,6,13,5,7,6,5,0
2,33,6,58,17,26,2.23,7,68,14,34,30.56,37.08,42020.85,196,2334.49,1133.15,16,29,53,89,107,30,25,39,36,0
1,15,4,26,8,12,2.17,5,34,3,16,29,17.43,8805.15,97,489.17,505.32,7,13,28,41,56,20,17,18,16,0
31,9,4,16,5,8,2,4,26,1,26,50.19,15.29,11739.22,136,652.18,767.56,4,8,23,65,71,34,16,84,31,0
1,7,1,12,4,6,2,2,15,3,13,15.39,20.17,6258.43,61,347.69,310.34,3,6,13,22,39,12,22,15,13,0
1,36,2,56,21,28,2,6,77,9,49,35.67,65.77,154273.13,384,8570.73,2345.67,14,28,58,171,213,39,30,52,50,0
45,69,2,118,35,50,2.36,4,123,3,117,126.88,26.71,90551.52,497,5030.64,3389.63,34,59,90,221,276,91,22,205,121,1
6,3,6,4,2,2,2,2,10,1,10,31.9,6.9,1518.54,48,84.36,220.08,1,2,10,23,25,15,9,18,11,1
18,17,5,24,10,12,2,10,36,1,56,86.98,11.25,11008.93,165,611.61,978.57,6,12,28,69,96,46,15,88,60,0
19,27,3,40,14,14,2.86,5,40,6,30,39.94,25.45,25867.91,183,1437.11,1016.49,13,20,28,82,101,29,18,70,33,0
17,3,3,4,2,2,2,2,8,1,11,30.66,7.76,1848.32,49,102.68,238.04,1,2,8,22,27,17,12,44,14,0
26,5,4,8,3,4,2,3,15,1,41,46.77,30.69,44054.95,243,2447.5,1435.37,2,4,14,114,129,39,21,72,41,1
4,3,1,4,2,2,2,1,7,1,6,11.53,11.25,1458.65,30,81.04,129.66,1,2,7,15,15,8,12,11,6,0
10,49,12,96,25,48,2,22,135,19,142,135.53,37.53,190890.99,729,10605.06,5086.44,24,48,112,319,410,102,24,156,144,0
11,5,3,8,3,4,2,1,12,1,12,36.12,6.39,1474.26,48,81.9,230.75,2,4,11,23,25,18,10,37,12,0
5,3,3,4,2,2,2,2,8,1,9,19.66,7.15,1004.96,32,55.83,140.55,1,2,8,13,19,10,11,21,10,0
14,11,1,20,6,10,2,4,27,1,20,51.1,12.22,7632.82,119,424.05,624.5,5,10,23,60,59,27,11,39,20,1
3,3,0,4,2,2,2,1,7,1,13,22.92,11,2773.9,55,154.11,252.17,1,2,7,26,29,13,11,24,14,0
19,15,3,28,8,14,2,2,36,4,64,44.02,37.19,60876.7,268,3382.04,1637.08,7,14,30,123,145,43,26,125,66,0
15,3,8,4,2,2,2,2,14,1,21,39.6,9.45,3540.14,73,196.67,374.44,1,2,14,32,41,22,13,42,21,1
12,27,1,40,15,18,2.22,6,59,10,39,42.04,61.97,161468.35,428,8970.46,2605.43,11,20,46,157,271,38,30,57,42,0
2,3,0,4,2,2,2,1,6,1,7,14.04,2,56.15,10,3.12,28.07,1,2,6,3,7,3,4,10,7,0
7,3,1,4,2,2,2,1,6,1,6,22.74,6.67,1010.8,34,56.16,151.62,1,2,6,16,18,12,10,22,6,0
17,3,2,4,2,2,2,2,7,1,16,24.8,12.19,3683.14,61,204.62,302.21,1,2,7,26,35,16,15,61,19,1
4,17,1,32,9,16,2,1,35,1,24,35.36,17.72,11106.15,129,617.01,626.68,8,16,28,58,71,18,11,29,24,1
6,9,2,14,5,6,2.33,4,19,3,28,21.3,21.76,10091.02,89,560.61,463.64,4,7,16,37,52,17,20,35,28,0
12,5,5,6,3,2,3,3,15,1,13,33.1,7.12,1676.64,49,93.15,235.56,2,3,14,22,27,17,11,29,13,0
16,19,8,16,11,6,2.67,8,35,5,39,51.55,14.14,10311.72,125,572.87,729.11,5,8,26,45,80,35,22,72,49,0
1,3,4,4,2,2,2,1,10,1,15,42.25,11.18,5280.46,90,293.36,472.31,1,2,10,43,47,25,13,17,15,0
0,7,2,12,4,6,2,3,13,1,17,25.55,11.15,3178.67,63,176.59,284.98,3,6,11,29,34,13,10,18,17,0
2,5,2,8,3,4,2,1,12,1,13,18.95,10.29,2007.31,42,111.52,195.04,2,4,11,19,23,12,13,20,14,0
0,5,2,8,3,4,2,3,10,3,6,13.67,8,875.14,28,48.62,109.39,2,4,9,8,20,5,10,7,6,0
3,45,5,68,26,32,2.13,19,104,23,75,52.16,53.78,150849.96,425,8380.54,2804.96,18,34,80,167,258,59,38,96,83,0
1,3,0,4,2,2,2,1,6,1,6,7.4,9,599.47,18,33.3,66.61,1,2,6,8,10,4,9,8,6,0
4,7,1,8,4,2,4,1,12,1,11,25.88,10.71,2971.35,59,165.07,277.33,3,4,10,25,34,14,12,16,11,1
0,3,2,4,2,2,2,2,8,1,6,17.47,5.14,462.13,23,25.67,89.86,1,2,8,9,14,7,8,7,6,0
0,3,0,4,2,2,2,1,5,1,4,11.39,3.5,139.52,12,7.75,39.86,1,2,5,3,9,3,7,5,4,0
1,11,1,20,6,10,2,2,24,4,22,16.21,46.93,35696.56,146,1983.14,760.58,5,10,20,64,82,15,22,29,27,0
6,9,2,16,5,8,2,3,16,1,8,19.89,13,3360.81,55,186.71,258.51,4,8,13,26,29,13,13,16,9,0
10,5,5,8,3,4,2,3,13,1,35,99.53,11.61,13418.54,199,745.47,1155.66,2,4,12,95,104,45,11,50,39,0
1,3,2,4,2,2,2,2,7,1,15,16.95,16.5,4614.93,57,256.39,279.69,1,2,7,22,35,12,18,17,15,0
2,7,0,12,4,6,2,1,13,4,9,7.44,13.5,1355.12,28,75.28,100.38,3,6,11,9,19,3,9,12,9,0
15,7,5,12,4,6,2,4,16,1,18,45.88,9.11,3805.17,77,211.4,417.82,3,6,14,34,43,28,15,44,22,0
6,9,2,12,5,6,2,4,20,1,17,41.54,6.32,1656.83,54,92.05,262.33,3,6,17,24,30,19,10,35,19,0
7,52,14,48,37,24,2,17,132,1,100,62.85,77.19,374495.12,700,20805.28,4851.52,12,24,97,305,395,81,41,130,120,0
28,26,13,20,17,8,2.5,13,65,5,112,118.43,23.9,67644.11,405,3758.01,2830.42,6,10,50,169,236,99,28,145,116,0
7,5,2,8,3,4,2,2,11,1,14,16.05,10.67,1827.2,39,101.51,171.3,2,4,10,16,23,9,12,22,14,0
0,5,0,8,3,4,2,1,9,1,6,18.88,9,1529.25,40,84.96,169.92,2,4,8,20,20,10,9,7,6,0
3,3,2,4,2,2,2,2,8,1,12,19.16,6.19,733.44,29,40.75,118.54,1,2,8,11,18,8,9,16,12,0
24,19,1,32,10,14,2.29,5,39,6,60,86.23,31.88,87614.7,430,4867.48,2748.7,9,16,31,204,226,64,20,107,62,1
32,29,1,56,15,26,2.15,4,64,1,29,63.05,32.2,65351.13,348,3630.62,2029.85,15,28,51,165,183,41,16,78,35,0
3,13,9,24,7,12,2,7,32,4,22,34.83,15.79,8682.88,111,482.38,549.92,6,12,27,50,61,19,12,28,22,0
1,11,2,18,6,8,2.25,2,21,6,12,12.67,21.85,6050.37,57,336.13,276.9,5,9,17,23,34,10,19,14,12,0
2,5,1,8,3,4,2,1,11,1,10,10.25,21,4519.69,49,251.09,215.22,2,4,10,21,28,7,14,13,10,0
2,3,6,4,2,2,2,2,10,1,12,31.35,10.31,3334.36,68,185.24,323.33,1,2,10,30,38,16,11,20,14,0
4,9,4,16,5,8,2,4,21,1,33,37.18,17.68,11620.19,119,645.57,657.3,4,8,18,55,64,28,18,39,34,0
9,41,5,74,21,34,2.18,12,79,6,102,147.44,19.65,56922.69,418,3162.37,2897.05,20,37,60,189,229,101,21,167,116,1
12,55,12,68,34,34,2,15,121,17,87,69.02,44.68,137758.8,448,7653.27,3083.42,17,34,89,181,267,79,39,102,89,0
6,3,0,4,2,2,2,1,7,1,12,26.25,13.67,4902.51,83,272.36,358.72,1,2,7,41,42,12,8,19,12,0
19,11,5,20,6,10,2,3,29,1,20,32.36,31.53,32175.94,179,1787.55,1020.38,5,10,25,86,93,30,22,63,24,0
26,7,4,12,4,6,2,1,29,1,39,98.24,22.84,51227.3,350,2845.96,2243.29,3,6,27,170,180,67,18,82,42,1
0,3,1,4,2,2,2,2,5,1,9,10.2,13.33,1813.33,34,100.74,136,1,2,5,16,18,6,10,10,9,0
4,7,1,8,4,2,4,1,10,1,9,17.28,12.09,2526.68,45,140.37,208.97,3,4,8,19,26,11,14,14,9,0
0,3,2,4,2,2,2,2,7,1,11,31.21,6.13,1170.84,45,65.05,191.16,1,2,7,21,24,12,7,12,11,0
1,3,0,4,2,2,2,1,6,1,7,14.49,36.4,19192.65,115,1066.26,527.27,1,2,6,52,63,10,14,15,10,0
2,11,1,20,6,10,2,2,27,1,19,34.83,13,5886.19,89,327.01,452.78,5,10,23,42,47,21,13,24,20,0
10,11,0,18,6,8,2.25,1,20,4,12,21.92,17.73,6891.86,80,382.88,388.64,5,9,16,38,42,15,14,34,15,0
0,9,0,16,5,8,2,1,17,3,11,16.86,17.14,4949.88,63,274.99,288.85,4,8,14,29,34,11,13,12,11,0
4,7,1,8,4,2,4,1,11,1,10,22.22,11,2688.65,52,149.37,244.42,3,4,9,22,30,13,13,15,10,1
16,5,1,8,3,4,2,2,13,1,31,47.6,13.5,8674.38,117,481.91,642.55,2,4,12,54,63,30,15,49,32,0
7,11,3,20,6,10,2,5,27,1,37,33.65,18.75,11829.4,117,657.19,630.9,5,10,23,50,67,24,18,53,40,0
6,5,1,8,3,4,2,1,10,1,14,19.1,11.92,2711.63,49,150.65,227.55,2,4,9,22,27,12,13,21,14,0
5,15,3,28,8,14,2,4,40,1,34,56.82,11.24,7181.41,115,398.97,638.78,7,14,34,53,62,33,14,40,34,0
11,3,6,4,2,2,2,2,10,1,12,40.92,6.47,1712.28,57,95.13,264.7,1,2,10,23,34,16,9,34,14,0
1,3,2,4,2,2,2,2,7,1,8,15.92,6.29,629.06,24,34.95,100.08,1,2,7,8,16,7,11,10,8,0
7,9,2,16,5,8,2,4,20,1,24,24.93,20.24,10207.48,100,567.08,504.44,4,8,17,43,57,17,16,39,27,0
3,3,0,4,2,2,2,1,6,1,10,8.79,12,1265.83,27,70.32,105.49,1,2,6,12,15,5,10,14,10,0
3,13,5,24,7,12,2,6,32,6,17,27.29,21.05,12094.31,112,671.91,574.48,6,12,27,50,62,19,16,21,17,0
4,7,1,8,4,2,4,1,11,1,10,23.78,10.15,2451.96,52,136.22,241.48,3,4,9,22,30,13,12,15,10,0
7,7,2,12,4,6,2,3,16,1,30,29.83,40.13,48033.42,222,2668.52,1197.09,3,6,14,107,115,24,18,39,31,0
13,26,4,44,14,22,2,11,59,7,45,30.87,42.62,56084.29,221,3115.79,1315.88,11,22,47,97,124,33,29,61,46,0
12,3,4,4,2,2,2,2,9,1,13,40.12,6.05,1468.67,49,81.59,242.76,1,2,9,22,27,20,11,32,15,0
20,11,9,18,6,8,2.25,5,24,1,15,55.47,8.07,3611.37,83,200.63,447.56,5,9,20,36,47,29,13,57,19,1
1,9,3,14,5,6,2.33,3,19,3,14,27.69,10.11,2831.11,56,157.28,280,4,7,16,26,30,18,14,17,14,0
3,7,0,12,4,6,2,1,16,1,14,28.72,9.38,2523.86,56,140.21,269.21,3,6,14,25,31,16,12,22,15,0
18,7,1,10,4,4,2.5,2,12,3,19,42.56,14.44,8879.35,114,493.3,614.72,3,5,10,52,62,27,15,69,23,0
9,7,3,8,4,2,4,2,12,4,12,33.12,8,2119.78,54,117.77,264.97,3,4,10,24,30,18,12,24,14,0
26,17,10,34,9,14,2.43,6,38,3,27,67.59,11.15,8408.78,131,467.15,753.89,10,17,31,58,73,39,15,92,30,1
0,3,2,4,2,2,2,2,9,1,12,16.73,11,2024,46,112.44,184,1,2,9,22,24,8,8,13,12,0
8,3,0,4,2,2,2,1,6,1,29,62.76,21.36,28626.92,240,1590.38,1340.39,1,2,6,115,125,35,13,40,29,0
0,3,2,4,2,2,2,1,7,1,5,20.07,5.91,700.77,27,38.93,118.59,1,2,7,13,14,11,10,6,5,0
0,9,2,14,5,6,2.33,3,15,5,15,19.64,19.69,7612.12,76,422.9,386.65,4,7,12,35,41,16,18,17,16,0
8,17,3,32,9,16,2,4,32,6,54,68.85,10.07,6976.38,121,387.58,693.08,8,16,25,51,70,38,15,76,55,0
12,11,4,12,6,4,3,4,20,5,19,28.9,10.82,3385.09,62,188.06,312.75,4,6,16,23,39,17,16,64,21,0
1,9,1,12,5,6,2,5,14,5,10,13.06,16,3343.58,45,185.75,208.97,3,6,11,18,27,9,16,14,10,0
0,5,4,8,3,4,2,2,14,1,11,25.67,11.09,3155.71,58,175.32,284.6,2,4,13,29,29,17,13,13,12,0
19,15,5,22,8,8,2.75,5,25,6,21,40.15,15.41,9530.93,114,529.5,618.59,7,11,19,52,62,27,16,60,26,0
0,5,4,8,3,4,2,3,14,1,13,14.28,9.33,1243.74,35,69.1,133.26,2,4,13,14,21,6,8,14,13,0
3,13,2,22,7,10,2.2,4,32,4,26,24.26,23.75,13682.58,109,760.14,576.11,6,11,27,50,59,20,19,30,26,0
1,7,2,12,4,6,2,3,14,3,8,14.4,10,1440,36,80,144,3,6,12,12,24,6,10,10,8,0
32,37,12,58,19,22,2.64,10,79,13,85,103.85,30.93,99359.89,471,5519.99,3212.3,18,29,62,207,264,87,26,145,91,0
1,5,3,8,3,4,2,3,11,1,8,18.89,5.63,597.79,26,33.21,106.27,2,4,10,10,16,8,9,10,8,0
3,9,4,16,5,6,2.67,3,18,4,12,19.93,11.08,2448.54,47,136.03,220.92,5,8,15,19,28,12,14,17,12,0
20,9,8,14,5,6,2.33,4,23,3,35,82.63,16.32,22024.66,224,1223.59,1349.01,4,7,20,100,124,49,16,72,41,0
38,589,4,1148,299,570,2,5,1260,15,591,675.88,137.36,12751451.28,9605,708413.98,92835.55,289,574,963,4015,5590,760,52,634,591,0
6,5,1,8,3,4,2,1,11,1,13,18.91,10.45,2065.48,45,114.75,197.65,2,4,10,19,26,10,11,21,14,0
4,5,1,8,3,4,2,1,12,1,7,13.18,14,2582.68,42,143.48,184.48,2,4,11,21,21,9,12,12,7,0
1,9,4,8,6,4,2,4,20,3,31,42.06,21.68,19763.62,157,1097.98,911.75,2,4,16,67,90,34,22,37,35,1
5,25,0,44,13,20,2.2,1,48,13,63,59.11,30.37,54510.88,290,3028.38,1795.05,12,22,37,124,166,49,24,75,63,0
11,9,4,16,5,8,2,2,21,1,13,39.26,6.75,1788.56,54,99.36,264.97,4,8,18,27,27,20,10,26,13,0
1,3,1,4,2,2,2,2,5,1,5,19.1,5.78,637.64,27,35.42,110.36,1,2,5,13,14,9,8,7,5,0
3,5,0,8,3,4,2,1,11,1,18,45.06,12.52,7065.03,110,392.5,564.22,2,4,10,48,62,23,12,26,20,1
26,19,1,26,11,12,2.17,2,34,1,38,33.74,23.2,18157.82,136,1008.77,782.66,7,13,25,58,78,30,24,85,42,0
14,9,1,14,5,6,2.33,4,18,3,21,56.3,11,6811.81,118,378.43,619.26,4,7,15,54,64,27,11,39,24,0
50,64,2,92,35,36,2.56,17,120,22,166,144.78,33.72,164651.23,666,9147.29,4882.39,28,46,87,307,359,132,29,245,181,0
9,7,2,10,4,4,2.5,3,13,3,17,29.9,16.61,8254.12,94,458.56,496.83,3,5,11,43,51,22,17,30,17,0
2,17,1,30,9,14,2.14,2,31,9,16,10.13,32.58,10759.67,73,597.76,330.22,8,15,24,23,50,6,17,19,16,0
4,39,1,76,20,38,2,2,65,1,51,71.48,12.37,10946.28,153,608.13,884.55,19,38,47,66,87,40,15,59,51,0
0,3,0,4,2,2,2,1,6,1,3,5,6,180,10,10,30,1,2,6,4,6,2,6,4,3,0
13,5,1,8,3,4,2,2,10,1,7,23.64,9.31,2048.42,48,113.8,220.08,2,4,9,22,26,13,11,69,13,1
6,5,3,8,3,4,2,3,11,1,12,20.12,11.08,2469.1,48,137.17,222.91,2,4,10,24,24,13,12,24,13,0
4,11,1,20,6,10,2,2,21,1,38,46.36,12.73,7508.78,103,417.15,589.98,5,10,17,42,61,33,20,43,38,0
1,13,4,24,7,12,2,3,32,4,20,33.58,20.52,14141.06,127,785.61,689.14,6,12,27,57,70,25,18,22,20,0
3,9,1,16,5,8,2,4,23,1,30,32.53,13.88,6262.85,88,347.94,451.38,4,8,20,37,51,20,15,43,32,0
0,3,2,4,2,2,2,2,8,1,6,11.42,6.67,507.65,20,28.2,76.15,1,2,8,10,10,6,8,7,6,0
4,5,1,8,3,4,2,2,11,1,11,22.64,5.73,742.59,30,41.25,129.66,2,4,10,14,16,11,9,16,11,0
1,3,4,4,2,2,2,1,15,1,24,53.7,16.1,13923.65,154,773.54,864.67,1,2,15,73,81,34,15,45,24,0
10,5,1,6,3,2,3,2,8,3,12,23.74,10.21,2476.96,51,137.61,242.5,2,3,7,22,29,14,13,32,14,0
13,9,3,16,5,8,2,2,20,1,24,26.39,18.43,8961.02,92,497.83,486.26,4,8,17,43,49,21,18,39,25,0
5,5,1,8,3,4,2,1,12,1,20,43.19,11.18,5397.81,92,299.88,482.81,2,4,11,43,49,25,13,30,23,0
0,3,0,4,2,2,2,1,6,1,6,27.01,11.69,3692.07,65,205.11,315.77,1,2,6,19,46,13,16,9,7,0
5,1,3,16,1,8,2,1,8,1,19,69.53,16.72,19441.83,206,1080.1,1162.63,4,8,9,86,120,36,14,34,19,0
19,5,4,8,3,4,2,3,17,1,14,28.72,14.88,6354.23,82,353.01,427.18,2,4,16,35,47,20,17,49,17,0
20,15,3,28,8,14,2,3,32,1,37,56.27,20,22506.86,189,1250.38,1125.34,7,14,26,84,105,42,20,77,45,0
13,11,2,20,6,10,2,4,23,1,49,65.63,21.2,29496.56,227,1638.7,1391.35,5,10,19,106,121,50,20,95,51,0
1,16,3,20,10,10,2,9,42,1,23,19.57,30.94,18729.81,119,1040.55,605.41,5,10,34,55,64,16,18,25,23,0
4,11,4,18,6,8,2.25,4,22,4,24,29.2,19.5,11102.33,111,616.8,569.35,5,9,18,52,59,20,15,32,24,0
1,5,2,8,3,4,2,2,11,1,6,17.3,4.2,305.12,21,16.95,72.65,2,4,10,7,14,5,6,8,6,0
2,7,1,10,4,4,2.5,2,13,4,21,28.27,9.69,2655.57,59,147.53,273.99,3,5,11,21,38,13,12,26,23,1
19,59,3,116,30,58,2,3,110,1,208,242.69,36.29,319607.72,1190,17755.98,8807.05,29,58,82,573,617,150,19,257,208,0
1,3,0,4,2,2,2,1,6,1,7,8.26,12.1,1210,25,67.22,100,1,2,6,11,14,5,11,9,7,0
1,11,1,20,6,10,2,2,21,4,14,16.12,22.73,8332.05,74,462.89,366.61,5,10,17,25,49,11,20,17,14,0
12,11,5,16,6,6,2.67,4,20,5,24,34.84,19.8,13657.11,121,758.73,689.75,5,8,16,54,67,30,22,43,24,0
56,71,13,140,36,70,2,17,181,1,99,79.48,89.75,640223.79,1056,35567.99,7133.16,35,70,147,489,567,79,29,230,141,0
14,5,4,8,3,4,2,2,20,1,26,37.82,17.54,11632.47,123,646.25,663.26,2,4,19,57,66,26,16,91,32,0
1,5,5,8,3,4,2,3,15,1,21,41.65,8.64,3111.43,72,172.86,360,2,4,14,33,39,21,11,24,22,0
1,5,0,8,3,4,2,1,9,3,10,9.26,12.1,1355.2,28,75.29,112,2,4,8,11,17,5,11,12,10,0
1,3,0,4,2,2,2,1,6,1,12,16.65,4.67,362.64,21,20.15,77.71,1,2,6,8,13,6,7,14,12,0
2,3,2,4,2,2,2,2,7,1,8,18.53,9,1501.17,40,83.4,166.8,1,2,7,18,22,9,9,11,8,0
2,5,1,8,3,4,2,2,9,1,11,21.05,7.09,1058.51,33,58.81,149.28,2,4,8,13,20,11,12,14,11,1
5,33,4,62,17,30,2.07,10,77,10,33,90.42,13,15281.13,199,848.95,1175.47,16,31,62,94,105,47,13,39,33,0
2,7,2,8,4,4,2,3,15,1,13,14.24,12.75,2314.39,42,128.58,181.52,2,4,13,17,25,8,12,16,13,0
